DISTANCE,DETECT,RSSI,FREQUENCY,ID
10,1,251,5519885,e20051397201015918904e51
20,1,235,10761485,e20051397201015918904e51
30,1,198,16529165,e20051397201015918904e51
40,1,184,11287565,e20051397201015918904e51
50,1,154,5519885,e20051397201015918904e51
60,1,120,10761485,e20051397201015918904e51
70,1,88,16529165,e20051397201015918904e51
80,1,119,11287565,e20051397201015918904e51
90,1,130,5519885,e20051397201015918904e51
100,1,128,10761485,e20051397201015918904e51
110,0,0,0,e20051397201015918904e51
120,1,85,11287565,e20051397201015918904e51
130,1,52,5519885,e20051397201015918904e51
140,1,38,10761485,e20051397201015918904e51
150,1,22,16529165,e20051397201015918904e51
160,0,0,0,e20051397201015918904e51
170,0,0,0,e20051397201015918904e51
180,0,0,0,e20051397201015918904e51
190,0,0,0,e20051397201015918904e51
200,0,0,0,e20051397201015918904e51
10,1,237,10761485,e20051397201015918904e51
20,1,205,16529165,e20051397201015918904e51
30,1,218,11287565,e20051397201015918904e51
40,0,0,0,e20051397201015918904e51
50,1,10,10761485,e20051397201015918904e51
60,1,89,16529165,e20051397201015918904e51
70,1,120,11287565,e20051397201015918904e51
80,1,88,5519885,e20051397201015918904e51
90,1,96,10761485,e20051397201015918904e51
100,1,98,16529165,e20051397201015918904e51
110,1,84,11287565,e20051397201015918904e51
120,0,0,0,e20051397201015918904e51
130,0,0,0,e20051397201015918904e51
140,0,0,0,e20051397201015918904e51
150,0,0,0,e20051397201015918904e51
160,0,0,0,e20051397201015918904e51
170,0,0,0,e20051397201015918904e51
180,0,0,0,e20051397201015918904e51
190,0,0,0,e20051397201015918904e51
200,0,0,0,e20051397201015918904e51
10,1,234,11287565,e20051397201015918904e51
20,1,236,5519885,e20051397201015918904e51
30,1,203,10761485,e20051397201015918904e51
40,1,182,16529165,e20051397201015918904e51
50,1,106,11287565,e20051397201015918904e51
60,1,89,5519885,e20051397201015918904e51
70,1,40,10761485,e20051397201015918904e51
80,1,86,16529165,e20051397201015918904e51
90,1,115,11287565,e20051397201015918904e51
100,0,0,0,e20051397201015918904e51
110,1,80,10761485,e20051397201015918904e51
120,0,0,0,e20051397201015918904e51
130,1,6,11287565,e20051397201015918904e51
140,1,22,5519885,e20051397201015918904e51
150,1,36,10761485,e20051397201015918904e51
160,1,37,16529165,e20051397201015918904e51
170,0,0,0,e20051397201015918904e51
180,0,0,0,e20051397201015918904e51
190,0,0,0,e20051397201015918904e51
200,0,0,0,e20051397201015918904e51
10,1,206,5519885,e20051397201015918904e51
20,1,206,10761485,e20051397201015918904e51
30,1,204,16529165,e20051397201015918904e51
40,1,183,11287565,e20051397201015918904e51
50,1,151,5519885,e20051397201015918904e51
60,1,135,10761485,e20051397201015918904e51
70,1,56,16529165,e20051397201015918904e51
80,1,8,11287565,e20051397201015918904e51
90,1,118,5519885,e20051397201015918904e51
100,1,116,10761485,e20051397201015918904e51
110,1,128,16529165,e20051397201015918904e51
120,1,115,11287565,e20051397201015918904e51
130,1,54,5519885,e20051397201015918904e51
140,1,38,10761485,e20051397201015918904e51
150,1,21,16529165,e20051397201015918904e51
160,0,0,0,e20051397201015918904e51
170,0,0,0,e20051397201015918904e51
180,0,0,0,e20051397201015918904e51
190,0,0,0,e20051397201015918904e51
200,0,0,0,e20051397201015918904e51
10,1,175,10761485,e20051397201015918904e51
20,1,205,16529165,e20051397201015918904e51
30,1,188,11287565,e20051397201015918904e51
40,0,0,0,e20051397201015918904e51
50,1,165,10761485,e20051397201015918904e51
60,1,151,16529165,e20051397201015918904e51
70,1,40,11287565,e20051397201015918904e51
80,1,7,5519885,e20051397201015918904e51
90,0,0,0,e20051397201015918904e51
100,1,132,16529165,e20051397201015918904e51
110,1,116,11287565,e20051397201015918904e51
120,1,112,5519885,e20051397201015918904e51
130,0,0,0,e20051397201015918904e51
140,1,22,16529165,e20051397201015918904e51
150,1,5,11287565,e20051397201015918904e51
160,0,0,0,e20051397201015918904e51
170,0,0,0,e20051397201015918904e51
180,0,0,0,e20051397201015918904e51
190,0,0,0,e20051397201015918904e51
200,0,0,0,e20051397201015918904e51
10,1,127,16529165,e20051397201015618904e5d
20,1,221,11287565,e20051397201015618904e5d
30,1,204,5519885,e20051397201015618904e5d
40,1,200,10761485,e20051397201015618904e5d
50,1,168,16529165,e20051397201015618904e5d
60,1,137,11287565,e20051397201015618904e5d
70,0,0,0,e20051397201015618904e5d
80,1,103,10761485,e20051397201015618904e5d
90,1,119,16529165,e20051397201015618904e5d
100,1,86,11287565,e20051397201015618904e5d
110,1,97,5519885,e20051397201015618904e5d
120,1,80,10761485,e20051397201015618904e5d
130,0,0,0,e20051397201015618904e5d
140,0,0,0,e20051397201015618904e5d
150,1,37,5519885,e20051397201015618904e5d
160,0,0,0,e20051397201015618904e5d
170,0,0,0,e20051397201015618904e5d
180,0,0,0,e20051397201015618904e5d
190,0,0,0,e20051397201015618904e5d
200,0,0,0,e20051397201015618904e5d
10,1,222,11287565,e20051397201015618904e5d
20,1,221,5519885,e20051397201015618904e5d
30,1,215,10761485,e20051397201015618904e5d
40,1,198,16529165,e20051397201015618904e5d
50,1,136,11287565,e20051397201015618904e5d
60,1,89,5519885,e20051397201015618904e5d
70,1,88,10761485,e20051397201015618904e5d
80,1,24,16529165,e20051397201015618904e5d
90,1,99,11287565,e20051397201015618904e5d
100,1,101,5519885,e20051397201015618904e5d
110,0,0,0,e20051397201015618904e5d
120,0,0,0,e20051397201015618904e5d
130,0,0,0,e20051397201015618904e5d
140,0,0,0,e20051397201015618904e5d
150,0,0,0,e20051397201015618904e5d
160,0,0,0,e20051397201015618904e5d
170,0,0,0,e20051397201015618904e5d
180,0,0,0,e20051397201015618904e5d
190,0,0,0,e20051397201015618904e5d
200,0,0,0,e20051397201015618904e5d
10,1,237,5519885,e20051397201015618904e5d
20,1,220,10761485,e20051397201015618904e5d
30,1,218,16529165,e20051397201015618904e5d
40,1,192,11287565,e20051397201015618904e5d
50,1,153,5519885,e20051397201015618904e5d
60,1,25,10761485,e20051397201015618904e5d
70,1,25,16529165,e20051397201015618904e5d
80,1,102,11287565,e20051397201015618904e5d
90,1,128,5519885,e20051397201015618904e5d
100,1,112,10761485,e20051397201015618904e5d
110,0,0,0,e20051397201015618904e5d
120,1,101,11287565,e20051397201015618904e5d
130,0,0,0,e20051397201015618904e5d
140,1,22,10761485,e20051397201015618904e5d
150,0,0,0,e20051397201015618904e5d
160,1,98,11287565,e20051397201015618904e5d
170,0,0,0,e20051397201015618904e5d
180,0,0,0,e20051397201015618904e5d
190,0,0,0,e20051397201015618904e5d
200,0,0,0,e20051397201015618904e5d
10,1,234,10761485,e20051397201015618904e5d
20,1,235,16529165,e20051397201015618904e5d
30,1,195,11287565,e20051397201015618904e5d
40,1,139,5519885,e20051397201015618904e5d
50,1,91,10761485,e20051397201015618904e5d
60,1,73,16529165,e20051397201015618904e5d
70,1,120,11287565,e20051397201015618904e5d
80,1,112,5519885,e20051397201015618904e5d
90,1,112,10761485,e20051397201015618904e5d
100,0,0,0,e20051397201015618904e5d
110,0,0,0,e20051397201015618904e5d
120,0,0,0,e20051397201015618904e5d
130,1,37,10761485,e20051397201015618904e5d
140,1,54,16529165,e20051397201015618904e5d
150,1,69,11287565,e20051397201015618904e5d
160,0,0,0,e20051397201015618904e5d
170,0,0,0,e20051397201015618904e5d
180,0,0,0,e20051397201015618904e5d
190,0,0,0,e20051397201015618904e5d
200,0,0,0,e20051397201015618904e5d
10,1,251,16529165,e20051397201015618904e5d
20,1,235,11287565,e20051397201015618904e5d
30,1,192,5519885,e20051397201015618904e5d
40,0,0,0,e20051397201015618904e5d
50,1,90,16529165,e20051397201015618904e5d
60,1,90,11287565,e20051397201015618904e5d
70,1,41,5519885,e20051397201015618904e5d
80,1,88,10761485,e20051397201015618904e5d
90,1,100,16529165,e20051397201015618904e5d
100,1,85,11287565,e20051397201015618904e5d
110,1,96,5519885,e20051397201015618904e5d
120,0,0,0,e20051397201015618904e5d
130,1,5,16529165,e20051397201015618904e5d
140,1,22,11287565,e20051397201015618904e5d
150,0,0,0,e20051397201015618904e5d
160,0,0,0,e20051397201015618904e5d
170,0,0,0,e20051397201015618904e5d
180,0,0,0,e20051397201015618904e5d
190,0,0,0,e20051397201015618904e5d
200,0,0,0,e20051397201015618904e5d
10,1,236,11287565,e20051397201015618904e5d
20,1,236,5519885,e20051397201015618904e5d
30,1,216,10761485,e20051397201015618904e5d
40,1,170,16529165,e20051397201015618904e5d
50,0,0,0,e20051397201015618904e5d
60,1,105,5519885,e20051397201015618904e5d
70,1,120,10761485,e20051397201015618904e5d
80,1,118,16529165,e20051397201015618904e5d
90,1,128,11287565,e20051397201015618904e5d
100,1,96,5519885,e20051397201015618904e5d
110,0,0,0,e20051397201015618904e5d
120,1,38,16529165,e20051397201015618904e5d
130,1,22,11287565,e20051397201015618904e5d
140,1,69,5519885,e20051397201015618904e5d
150,0,0,0,e20051397201015618904e5d
160,0,0,0,e20051397201015618904e5d
170,0,0,0,e20051397201015618904e5d
180,0,0,0,e20051397201015618904e5d
190,0,0,0,e20051397201015618904e5d
200,0,0,0,e20051397201015618904e5d
10,1,253,5519885,e20051397201015618904e5d
20,1,234,10761485,e20051397201015618904e5d
30,1,208,16529165,e20051397201015618904e5d
40,1,184,11287565,e20051397201015618904e5d
50,0,0,0,e20051397201015618904e5d
60,1,59,10761485,e20051397201015618904e5d
70,1,104,16529165,e20051397201015618904e5d
80,1,130,11287565,e20051397201015618904e5d
90,1,21,5519885,e20051397201015618904e5d
100,1,39,10761485,e20051397201015618904e5d
110,0,0,0,e20051397201015618904e5d
120,1,22,11287565,e20051397201015618904e5d
130,1,80,5519885,e20051397201015618904e5d
140,0,0,0,e20051397201015618904e5d
150,1,82,16529165,e20051397201015618904e5d
160,1,96,11287565,e20051397201015618904e5d
170,0,0,0,e20051397201015618904e5d
180,0,0,0,e20051397201015618904e5d
190,0,0,0,e20051397201015618904e5d
200,0,0,0,e20051397201015618904e5d
10,1,238,10761485,e20051397201015618904e5d
20,1,224,16529165,e20051397201015618904e5d
30,1,208,11287565,e20051397201015618904e5d
40,0,0,0,e20051397201015618904e5d
50,1,105,10761485,e20051397201015618904e5d
60,1,41,16529165,e20051397201015618904e5d
70,1,118,11287565,e20051397201015618904e5d
80,1,114,5519885,e20051397201015618904e5d
90,1,130,10761485,e20051397201015618904e5d
100,1,130,16529165,e20051397201015618904e5d
110,1,83,11287565,e20051397201015618904e5d
120,0,0,0,e20051397201015618904e5d
130,1,6,10761485,e20051397201015618904e5d
140,1,53,16529165,e20051397201015618904e5d
150,1,99,11287565,e20051397201015618904e5d
160,1,80,5519885,e20051397201015618904e5d
170,1,82,10761485,e20051397201015618904e5d
180,0,0,0,e20051397201015618904e5d
190,0,0,0,e20051397201015618904e5d
200,0,0,0,e20051397201015618904e5d
10,1,222,16529165,e20051397201015618904e5d
20,1,237,11287565,e20051397201015618904e5d
30,1,214,5519885,e20051397201015618904e5d
40,1,185,10761485,e20051397201015618904e5d
50,1,169,16529165,e20051397201015618904e5d
60,1,58,11287565,e20051397201015618904e5d
70,1,25,5519885,e20051397201015618904e5d
80,1,88,10761485,e20051397201015618904e5d
90,1,98,16529165,e20051397201015618904e5d
100,1,98,11287565,e20051397201015618904e5d
110,1,85,5519885,e20051397201015618904e5d
120,1,70,10761485,e20051397201015618904e5d
130,1,6,16529165,e20051397201015618904e5d
140,0,0,0,e20051397201015618904e5d
150,1,86,5519885,e20051397201015618904e5d
160,0,0,0,e20051397201015618904e5d
170,0,0,0,e20051397201015618904e5d
180,0,0,0,e20051397201015618904e5d
190,0,0,0,e20051397201015618904e5d
200,0,0,0,e20051397201015618904e5d
10,1,235,11287565,e20051397201015618904e5d
20,1,230,5519885,e20051397201015618904e5d
30,1,201,10761485,e20051397201015618904e5d
40,1,171,16529165,e20051397201015618904e5d
50,1,91,11287565,e20051397201015618904e5d
60,1,106,5519885,e20051397201015618904e5d
70,1,89,10761485,e20051397201015618904e5d
80,1,104,16529165,e20051397201015618904e5d
90,1,114,11287565,e20051397201015618904e5d
100,1,102,5519885,e20051397201015618904e5d
110,1,22,10761485,e20051397201015618904e5d
120,1,70,16529165,e20051397201015618904e5d
130,1,37,11287565,e20051397201015618904e5d
140,1,69,5519885,e20051397201015618904e5d
150,0,0,0,e20051397201015618904e5d
160,1,81,16529165,e20051397201015618904e5d
170,0,0,0,e20051397201015618904e5d
180,0,0,0,e20051397201015618904e5d
190,0,0,0,e20051397201015618904e5d
200,0,0,0,e20051397201015618904e5d
10,1,230,5519885,e20051397201015318904e69
20,1,225,10761485,e20051397201015318904e69
30,1,200,16529165,e20051397201015318904e69
40,1,107,11287565,e20051397201015318904e69
50,1,106,5519885,e20051397201015318904e69
60,1,104,10761485,e20051397201015318904e69
70,1,120,16529165,e20051397201015318904e69
80,1,128,11287565,e20051397201015318904e69
90,1,133,5519885,e20051397201015318904e69
100,1,96,10761485,e20051397201015318904e69
110,1,99,16529165,e20051397201015318904e69
120,1,67,11287565,e20051397201015318904e69
130,1,52,5519885,e20051397201015318904e69
140,1,22,10761485,e20051397201015318904e69
150,1,22,16529165,e20051397201015318904e69
160,0,0,0,e20051397201015318904e69
170,1,82,5519885,e20051397201015318904e69
180,0,0,0,e20051397201015318904e69
190,1,80,16529165,e20051397201015318904e69
200,0,0,0,e20051397201015318904e69
10,1,234,5519885,e20051397201015318904e69
20,1,208,10761485,e20051397201015318904e69
30,1,192,16529165,e20051397201015318904e69
40,1,136,11287565,e20051397201015318904e69
50,1,73,5519885,e20051397201015318904e69
60,1,25,10761485,e20051397201015318904e69
70,1,103,16529165,e20051397201015318904e69
80,1,99,11287565,e20051397201015318904e69
90,1,96,5519885,e20051397201015318904e69
100,1,112,10761485,e20051397201015318904e69
110,1,102,16529165,e20051397201015318904e69
120,1,55,11287565,e20051397201015318904e69
130,1,39,5519885,e20051397201015318904e69
140,0,0,0,e20051397201015318904e69
150,0,0,0,e20051397201015318904e69
160,0,0,0,e20051397201015318904e69
170,0,0,0,e20051397201015318904e69
180,0,0,0,e20051397201015318904e69
190,0,0,0,e20051397201015318904e69
200,0,0,0,e20051397201015318904e69
10,1,235,16529165,e20051397201015318904e69
20,1,218,11287565,e20051397201015318904e69
30,1,200,5519885,e20051397201015318904e69
40,1,169,10761485,e20051397201015318904e69
50,1,105,16529165,e20051397201015318904e69
60,1,41,11287565,e20051397201015318904e69
70,1,136,5519885,e20051397201015318904e69
80,1,119,10761485,e20051397201015318904e69
90,1,116,16529165,e20051397201015318904e69
100,1,100,11287565,e20051397201015318904e69
110,0,0,0,e20051397201015318904e69
120,1,22,10761485,e20051397201015318904e69
130,1,38,16529165,e20051397201015318904e69
140,1,101,11287565,e20051397201015318904e69
150,0,0,0,e20051397201015318904e69
160,0,0,0,e20051397201015318904e69
170,0,0,0,e20051397201015318904e69
180,0,0,0,e20051397201015318904e69
190,0,0,0,e20051397201015318904e69
200,0,0,0,e20051397201015318904e69
10,1,237,11287565,e20051397201015318904e69
20,1,236,5519885,e20051397201015318904e69
30,1,202,10761485,e20051397201015318904e69
40,1,154,16529165,e20051397201015318904e69
50,1,138,11287565,e20051397201015318904e69
60,1,74,5519885,e20051397201015318904e69
70,1,41,10761485,e20051397201015318904e69
80,1,104,16529165,e20051397201015318904e69
90,1,135,11287565,e20051397201015318904e69
100,1,119,5519885,e20051397201015318904e69
110,1,101,10761485,e20051397201015318904e69
120,1,82,16529165,e20051397201015318904e69
130,0,0,0,e20051397201015318904e69
140,1,101,5519885,e20051397201015318904e69
150,1,21,10761485,e20051397201015318904e69
160,0,0,0,e20051397201015318904e69
170,0,0,0,e20051397201015318904e69
180,0,0,0,e20051397201015318904e69
190,0,0,0,e20051397201015318904e69
200,0,0,0,e20051397201015318904e69
10,1,222,10761485,e20051397201015318904e69
20,1,219,16529165,e20051397201015318904e69
30,1,192,11287565,e20051397201015318904e69
40,1,185,5519885,e20051397201015318904e69
50,1,138,10761485,e20051397201015318904e69
60,1,25,16529165,e20051397201015318904e69
70,1,132,11287565,e20051397201015318904e69
80,1,112,5519885,e20051397201015318904e69
90,1,96,10761485,e20051397201015318904e69
100,1,97,16529165,e20051397201015318904e69
110,0,0,0,e20051397201015318904e69
120,1,21,5519885,e20051397201015318904e69
130,0,0,0,e20051397201015318904e69
140,0,0,0,e20051397201015318904e69
150,0,0,0,e20051397201015318904e69
160,1,82,5519885,e20051397201015318904e69
170,0,0,0,e20051397201015318904e69
180,0,0,0,e20051397201015318904e69
190,0,0,0,e20051397201015318904e69
200,0,0,0,e20051397201015318904e69
10,1,235,11287565,e20051397201015318904e69
20,1,216,5519885,e20051397201015318904e69
30,1,187,10761485,e20051397201015318904e69
40,1,11,16529165,e20051397201015318904e69
50,1,10,11287565,e20051397201015318904e69
60,1,136,5519885,e20051397201015318904e69
70,1,128,10761485,e20051397201015318904e69
80,1,128,16529165,e20051397201015318904e69
90,1,131,11287565,e20051397201015318904e69
100,1,23,5519885,e20051397201015318904e69
110,1,7,10761485,e20051397201015318904e69
120,1,71,16529165,e20051397201015318904e69
130,0,0,0,e20051397201015318904e69
140,1,98,5519885,e20051397201015318904e69
150,0,0,0,e20051397201015318904e69
160,0,0,0,e20051397201015318904e69
170,0,0,0,e20051397201015318904e69
180,0,0,0,e20051397201015318904e69
190,0,0,0,e20051397201015318904e69
200,0,0,0,e20051397201015318904e69
10,1,236,5519885,e20051397201015318904e69
20,1,235,10761485,e20051397201015318904e69
30,1,211,16529165,e20051397201015318904e69
40,1,195,11287565,e20051397201015318904e69
50,1,153,5519885,e20051397201015318904e69
60,1,104,10761485,e20051397201015318904e69
70,1,88,16529165,e20051397201015318904e69
80,1,54,11287565,e20051397201015318904e69
90,1,83,5519885,e20051397201015318904e69
100,1,96,10761485,e20051397201015318904e69
110,1,98,16529165,e20051397201015318904e69
120,1,98,11287565,e20051397201015318904e69
130,0,0,0,e20051397201015318904e69
140,0,0,0,e20051397201015318904e69
150,0,0,0,e20051397201015318904e69
160,0,0,0,e20051397201015318904e69
170,0,0,0,e20051397201015318904e69
180,0,0,0,e20051397201015318904e69
190,0,0,0,e20051397201015318904e69
200,0,0,0,e20051397201015318904e69
10,1,79,10761485,e20051397201015318904e69
20,1,215,16529165,e20051397201015318904e69
30,1,176,11287565,e20051397201015318904e69
40,1,151,5519885,e20051397201015318904e69
50,1,136,10761485,e20051397201015318904e69
60,1,121,16529165,e20051397201015318904e69
70,1,72,11287565,e20051397201015318904e69
80,1,7,5519885,e20051397201015318904e69
90,1,71,10761485,e20051397201015318904e69
100,0,0,0,e20051397201015318904e69
110,0,0,0,e20051397201015318904e69
120,0,0,0,e20051397201015318904e69
130,0,0,0,e20051397201015318904e69
140,0,0,0,e20051397201015318904e69
150,0,0,0,e20051397201015318904e69
160,0,0,0,e20051397201015318904e69
170,0,0,0,e20051397201015318904e69
180,0,0,0,e20051397201015318904e69
190,0,0,0,e20051397201015318904e69
200,0,0,0,e20051397201015318904e69
10,1,222,16529165,e20051397201015318904e69
20,1,205,11287565,e20051397201015318904e69
30,1,217,5519885,e20051397201015318904e69
40,1,168,10761485,e20051397201015318904e69
50,1,137,16529165,e20051397201015318904e69
60,1,41,11287565,e20051397201015318904e69
70,1,72,5519885,e20051397201015318904e69
80,1,136,10761485,e20051397201015318904e69
90,1,119,16529165,e20051397201015318904e69
100,1,113,11287565,e20051397201015318904e69
110,0,0,0,e20051397201015318904e69
120,0,0,0,e20051397201015318904e69
130,0,0,0,e20051397201015318904e69
140,1,37,11287565,e20051397201015318904e69
150,0,0,0,e20051397201015318904e69
160,0,0,0,e20051397201015318904e69
170,0,0,0,e20051397201015318904e69
180,0,0,0,e20051397201015318904e69
190,0,0,0,e20051397201015318904e69
200,0,0,0,e20051397201015318904e69
10,1,222,11287565,e20051397201015318904e69
20,1,220,5519885,e20051397201015318904e69
30,1,203,10761485,e20051397201015318904e69
40,1,180,16529165,e20051397201015318904e69
50,1,137,11287565,e20051397201015318904e69
60,1,121,5519885,e20051397201015318904e69
70,1,55,10761485,e20051397201015318904e69
80,0,0,0,e20051397201015318904e69
90,1,96,11287565,e20051397201015318904e69
100,1,96,5519885,e20051397201015318904e69
110,1,65,10761485,e20051397201015318904e69
120,0,0,0,e20051397201015318904e69
130,0,0,0,e20051397201015318904e69
140,0,0,0,e20051397201015318904e69
