DISTANCE,DETECT,RSSI,FREQUENCY,ID
150,0,0,0,e20051397201015318904e69
160,0,0,0,e20051397201015318904e69
170,0,0,0,e20051397201015318904e69
180,0,0,0,e20051397201015318904e69
190,0,0,0,e20051397201015318904e69
200,0,0,0,e20051397201015318904e69
10,1,251,5519885,e20051397201015718904e59
20,1,228,10761485,e20051397201015718904e59
30,1,216,16529165,e20051397201015718904e59
40,1,170,11287565,e20051397201015718904e59
50,1,122,5519885,e20051397201015718904e59
60,1,25,10761485,e20051397201015718904e59
70,1,71,16529165,e20051397201015718904e59
80,1,115,11287565,e20051397201015718904e59
90,1,115,5519885,e20051397201015718904e59
100,1,98,10761485,e20051397201015718904e59
110,1,102,16529165,e20051397201015718904e59
120,1,24,11287565,e20051397201015718904e59
130,1,85,5519885,e20051397201015718904e59
140,0,0,0,e20051397201015718904e59
150,0,0,0,e20051397201015718904e59
160,0,0,0,e20051397201015718904e59
170,0,0,0,e20051397201015718904e59
180,0,0,0,e20051397201015718904e59
190,0,0,0,e20051397201015718904e59
200,0,0,0,e20051397201015718904e59
10,1,237,11287565,e20051397201015718904e59
20,1,224,5519885,e20051397201015718904e59
30,1,210,10761485,e20051397201015718904e59
40,1,182,16529165,e20051397201015718904e59
50,1,152,11287565,e20051397201015718904e59
60,1,73,5519885,e20051397201015718904e59
70,1,56,10761485,e20051397201015718904e59
80,1,103,16529165,e20051397201015718904e59
90,1,113,11287565,e20051397201015718904e59
100,0,0,0,e20051397201015718904e59
110,0,0,0,e20051397201015718904e59
120,0,0,0,e20051397201015718904e59
130,0,0,0,e20051397201015718904e59
140,0,0,0,e20051397201015718904e59
150,1,80,10761485,e20051397201015718904e59
160,1,80,16529165,e20051397201015718904e59
170,0,0,0,e20051397201015718904e59
180,0,0,0,e20051397201015718904e59
190,0,0,0,e20051397201015718904e59
200,0,0,0,e20051397201015718904e59
10,1,237,11287565,e20051397201015718904e59
20,1,220,5519885,e20051397201015718904e59
30,1,201,10761485,e20051397201015718904e59
40,1,168,16529165,e20051397201015718904e59
50,1,137,11287565,e20051397201015718904e59
60,1,26,5519885,e20051397201015718904e59
70,1,24,10761485,e20051397201015718904e59
80,1,134,16529165,e20051397201015718904e59
90,1,116,11287565,e20051397201015718904e59
100,1,114,5519885,e20051397201015718904e59
110,1,82,10761485,e20051397201015718904e59
120,0,0,0,e20051397201015718904e59
130,0,0,0,e20051397201015718904e59
140,0,0,0,e20051397201015718904e59
150,0,0,0,e20051397201015718904e59
160,0,0,0,e20051397201015718904e59
170,0,0,0,e20051397201015718904e59
180,0,0,0,e20051397201015718904e59
190,0,0,0,e20051397201015718904e59
200,0,0,0,e20051397201015718904e59
10,1,237,5519885,e20051397201015718904e59
20,1,221,10761485,e20051397201015718904e59
30,1,208,16529165,e20051397201015718904e59
40,1,139,11287565,e20051397201015718904e59
50,1,26,5519885,e20051397201015718904e59
60,1,89,10761485,e20051397201015718904e59
70,1,56,16529165,e20051397201015718904e59
80,1,115,11287565,e20051397201015718904e59
90,1,112,5519885,e20051397201015718904e59
100,1,114,10761485,e20051397201015718904e59
110,1,115,16529165,e20051397201015718904e59
120,1,86,11287565,e20051397201015718904e59
130,1,23,5519885,e20051397201015718904e59
140,1,22,10761485,e20051397201015718904e59
150,1,21,16529165,e20051397201015718904e59
160,1,37,11287565,e20051397201015718904e59
170,0,0,0,e20051397201015718904e59
180,0,0,0,e20051397201015718904e59
190,0,0,0,e20051397201015718904e59
200,0,0,0,e20051397201015718904e59
10,1,222,11287565,e20051397201015718904e59
20,1,220,5519885,e20051397201015718904e59
30,1,202,10761485,e20051397201015718904e59
40,1,176,16529165,e20051397201015718904e59
50,1,152,11287565,e20051397201015718904e59
60,1,121,5519885,e20051397201015718904e59
70,1,24,10761485,e20051397201015718904e59
80,1,39,16529165,e20051397201015718904e59
90,0,0,0,e20051397201015718904e59
100,1,81,5519885,e20051397201015718904e59
110,1,80,10761485,e20051397201015718904e59
120,1,21,16529165,e20051397201015718904e59
130,0,0,0,e20051397201015718904e59
140,0,0,0,e20051397201015718904e59
150,0,0,0,e20051397201015718904e59
160,0,0,0,e20051397201015718904e59
170,0,0,0,e20051397201015718904e59
180,0,0,0,e20051397201015718904e59
190,0,0,0,e20051397201015718904e59
200,0,0,0,e20051397201015718904e59
10,1,234,5519885,e20051397201015718904e59
20,1,229,10761485,e20051397201015718904e59
30,1,214,16529165,e20051397201015718904e59
40,1,184,11287565,e20051397201015718904e59
50,1,59,5519885,e20051397201015718904e59
60,1,105,10761485,e20051397201015718904e59
70,1,89,16529165,e20051397201015718904e59
80,1,102,11287565,e20051397201015718904e59
90,1,97,5519885,e20051397201015718904e59
100,1,80,10761485,e20051397201015718904e59
110,1,71,16529165,e20051397201015718904e59
120,1,37,11287565,e20051397201015718904e59
130,0,0,0,e20051397201015718904e59
140,0,0,0,e20051397201015718904e59
150,0,0,0,e20051397201015718904e59
160,0,0,0,e20051397201015718904e59
170,0,0,0,e20051397201015718904e59
180,0,0,0,e20051397201015718904e59
190,0,0,0,e20051397201015718904e59
200,0,0,0,e20051397201015718904e59
10,1,234,10761485,e20051397201015718904e59
20,1,235,16529165,e20051397201015718904e59
30,1,187,11287565,e20051397201015718904e59
40,1,184,5519885,e20051397201015718904e59
50,1,151,10761485,e20051397201015718904e59
60,1,26,16529165,e20051397201015718904e59
70,1,104,11287565,e20051397201015718904e59
80,1,118,5519885,e20051397201015718904e59
90,1,101,10761485,e20051397201015718904e59
100,1,115,16529165,e20051397201015718904e59
110,1,112,11287565,e20051397201015718904e59
120,1,83,5519885,e20051397201015718904e59
130,0,0,0,e20051397201015718904e59
140,0,0,0,e20051397201015718904e59
150,0,0,0,e20051397201015718904e59
160,0,0,0,e20051397201015718904e59
170,0,0,0,e20051397201015718904e59
180,0,0,0,e20051397201015718904e59
190,0,0,0,e20051397201015718904e59
200,0,0,0,e20051397201015718904e59
10,1,206,16529165,e20051397201015718904e59
20,1,219,11287565,e20051397201015718904e59
30,1,198,5519885,e20051397201015718904e59
40,1,163,10761485,e20051397201015718904e59
50,1,152,16529165,e20051397201015718904e59
60,1,104,11287565,e20051397201015718904e59
70,1,87,5519885,e20051397201015718904e59
80,0,0,0,e20051397201015718904e59
90,1,100,16529165,e20051397201015718904e59
100,1,115,11287565,e20051397201015718904e59
110,1,6,5519885,e20051397201015718904e59
120,0,0,0,e20051397201015718904e59
130,1,6,16529165,e20051397201015718904e59
140,1,37,11287565,e20051397201015718904e59
150,0,0,0,e20051397201015718904e59
160,0,0,0,e20051397201015718904e59
170,0,0,0,e20051397201015718904e59
180,0,0,0,e20051397201015718904e59
190,0,0,0,e20051397201015718904e59
200,0,0,0,e20051397201015718904e59
10,1,237,11287565,e20051397201015718904e59
20,1,233,5519885,e20051397201015718904e59
30,1,198,10761485,e20051397201015718904e59
40,1,166,16529165,e20051397201015718904e59
50,1,121,11287565,e20051397201015718904e59
60,1,9,5519885,e20051397201015718904e59
70,1,87,10761485,e20051397201015718904e59
80,1,116,16529165,e20051397201015718904e59
90,1,113,11287565,e20051397201015718904e59
100,0,0,0,e20051397201015718904e59
110,1,7,10761485,e20051397201015718904e59
120,1,38,16529165,e20051397201015718904e59
130,0,0,0,e20051397201015718904e59
140,0,0,0,e20051397201015718904e59
150,0,0,0,e20051397201015718904e59
160,0,0,0,e20051397201015718904e59
170,0,0,0,e20051397201015718904e59
180,0,0,0,e20051397201015718904e59
190,0,0,0,e20051397201015718904e59
200,0,0,0,e20051397201015718904e59
10,1,233,5519885,e20051397201015718904e59
20,1,225,10761485,e20051397201015718904e59
30,1,199,16529165,e20051397201015718904e59
40,1,155,11287565,e20051397201015718904e59
50,1,106,5519885,e20051397201015718904e59
60,1,9,10761485,e20051397201015718904e59
70,1,88,16529165,e20051397201015718904e59
80,1,118,11287565,e20051397201015718904e59
90,1,101,5519885,e20051397201015718904e59
100,1,54,10761485,e20051397201015718904e59
110,1,70,16529165,e20051397201015718904e59
120,1,22,11287565,e20051397201015718904e59
130,0,0,0,e20051397201015718904e59
140,0,0,0,e20051397201015718904e59
150,0,0,0,e20051397201015718904e59
160,0,0,0,e20051397201015718904e59
170,0,0,0,e20051397201015718904e59
180,0,0,0,e20051397201015718904e59
190,0,0,0,e20051397201015718904e59
200,0,0,0,e20051397201015718904e59
10,1,206,10761485,e20051397201020918904d89
20,1,174,16529165,e20051397201020918904d89
30,1,202,11287565,e20051397201020918904d89
40,1,178,5519885,e20051397201020918904d89
50,1,145,10761485,e20051397201020918904d89
60,1,128,16529165,e20051397201020918904d89
70,1,135,11287565,e20051397201020918904d89
80,1,119,5519885,e20051397201020918904d89
90,0,0,0,e20051397201020918904d89
100,0,0,0,e20051397201020918904d89
110,0,0,0,e20051397201020918904d89
120,0,0,0,e20051397201020918904d89
130,0,0,0,e20051397201020918904d89
140,0,0,0,e20051397201020918904d89
150,0,0,0,e20051397201020918904d89
160,0,0,0,e20051397201020918904d89
170,0,0,0,e20051397201020918904d89
180,0,0,0,e20051397201020918904d89
190,0,0,0,e20051397201020918904d89
200,0,0,0,e20051397201020918904d89
10,1,190,16529165,e20051397201020918904d89
20,1,204,11287565,e20051397201020918904d89
30,1,199,5519885,e20051397201020918904d89
40,1,160,10761485,e20051397201020918904d89
50,1,57,16529165,e20051397201020918904d89
60,1,104,11287565,e20051397201020918904d89
70,1,86,5519885,e20051397201020918904d89
80,0,0,0,e20051397201020918904d89
90,0,0,0,e20051397201020918904d89
100,1,96,11287565,e20051397201020918904d89
110,1,98,5519885,e20051397201020918904d89
120,0,0,0,e20051397201020918904d89
130,0,0,0,e20051397201020918904d89
140,0,0,0,e20051397201020918904d89
150,0,0,0,e20051397201020918904d89
160,0,0,0,e20051397201020918904d89
170,0,0,0,e20051397201020918904d89
180,0,0,0,e20051397201020918904d89
190,0,0,0,e20051397201020918904d89
200,0,0,0,e20051397201020918904d89
10,1,236,11287565,e20051397201020918904d89
20,1,217,5519885,e20051397201020918904d89
30,1,196,10761485,e20051397201020918904d89
40,1,137,16529165,e20051397201020918904d89
50,1,9,11287565,e20051397201020918904d89
60,1,73,5519885,e20051397201020918904d89
70,1,8,10761485,e20051397201020918904d89
80,1,86,16529165,e20051397201020918904d89
90,1,113,11287565,e20051397201020918904d89
100,0,0,0,e20051397201020918904d89
110,0,0,0,e20051397201020918904d89
120,0,0,0,e20051397201020918904d89
130,0,0,0,e20051397201020918904d89
140,0,0,0,e20051397201020918904d89
150,0,0,0,e20051397201020918904d89
160,0,0,0,e20051397201020918904d89
170,0,0,0,e20051397201020918904d89
180,0,0,0,e20051397201020918904d89
190,0,0,0,e20051397201020918904d89
200,0,0,0,e20051397201020918904d89
10,1,237,5519885,e20051397201020918904d89
20,1,219,10761485,e20051397201020918904d89
30,1,192,16529165,e20051397201020918904d89
40,1,152,11287565,e20051397201020918904d89
50,1,121,5519885,e20051397201020918904d89
60,1,120,10761485,e20051397201020918904d89
70,1,55,16529165,e20051397201020918904d89
80,1,54,11287565,e20051397201020918904d89
90,0,0,0,e20051397201020918904d89
100,0,0,0,e20051397201020918904d89
110,0,0,0,e20051397201020918904d89
120,0,0,0,e20051397201020918904d89
130,0,0,0,e20051397201020918904d89
140,0,0,0,e20051397201020918904d89
150,0,0,0,e20051397201020918904d89
160,0,0,0,e20051397201020918904d89
170,0,0,0,e20051397201020918904d89
180,0,0,0,e20051397201020918904d89
190,0,0,0,e20051397201020918904d89
200,0,0,0,e20051397201020918904d89
10,1,237,10761485,e20051397201020918904d89
20,1,218,16529165,e20051397201020918904d89
30,1,209,11287565,e20051397201020918904d89
40,1,184,5519885,e20051397201020918904d89
50,1,137,10761485,e20051397201020918904d89
60,1,121,16529165,e20051397201020918904d89
70,1,41,11287565,e20051397201020918904d89
80,1,102,5519885,e20051397201020918904d89
90,1,117,10761485,e20051397201020918904d89
100,0,0,0,e20051397201020918904d89
110,0,0,0,e20051397201020918904d89
120,0,0,0,e20051397201020918904d89
130,0,0,0,e20051397201020918904d89
140,0,0,0,e20051397201020918904d89
150,0,0,0,e20051397201020918904d89
160,0,0,0,e20051397201020918904d89
170,0,0,0,e20051397201020918904d89
180,0,0,0,e20051397201020918904d89
190,0,0,0,e20051397201020918904d89
200,0,0,0,e20051397201020918904d89
10,1,237,16529165,e20051397201020918904d89
20,1,231,11287565,e20051397201020918904d89
30,1,202,5519885,e20051397201020918904d89
40,1,91,10761485,e20051397201020918904d89
50,1,26,16529165,e20051397201020918904d89
60,1,121,11287565,e20051397201020918904d89
70,1,103,5519885,e20051397201020918904d89
80,1,115,10761485,e20051397201020918904d89
90,1,102,16529165,e20051397201020918904d89
100,1,87,11287565,e20051397201020918904d89
110,1,87,5519885,e20051397201020918904d89
120,0,0,0,e20051397201020918904d89
130,0,0,0,e20051397201020918904d89
140,0,0,0,e20051397201020918904d89
150,0,0,0,e20051397201020918904d89
160,0,0,0,e20051397201020918904d89
170,0,0,0,e20051397201020918904d89
180,0,0,0,e20051397201020918904d89
190,0,0,0,e20051397201020918904d89
200,0,0,0,e20051397201020918904d89
10,1,248,11287565,e20051397201020918904d89
20,1,174,5519885,e20051397201020918904d89
30,1,141,10761485,e20051397201020918904d89
40,1,203,16529165,e20051397201020918904d89
50,1,171,11287565,e20051397201020918904d89
60,1,151,5519885,e20051397201020918904d89
70,1,133,10761485,e20051397201020918904d89
80,0,0,0,e20051397201020918904d89
90,1,56,11287565,e20051397201020918904d89
100,1,8,5519885,e20051397201020918904d89
110,1,102,10761485,e20051397201020918904d89
120,1,87,16529165,e20051397201020918904d89
130,0,0,0,e20051397201020918904d89
140,0,0,0,e20051397201020918904d89
150,0,0,0,e20051397201020918904d89
160,0,0,0,e20051397201020918904d89
170,0,0,0,e20051397201020918904d89
180,0,0,0,e20051397201020918904d89
190,0,0,0,e20051397201020918904d89
200,0,0,0,e20051397201020918904d89
10,1,238,5519885,e20051397201020918904d89
20,1,218,10761485,e20051397201020918904d89
30,1,197,16529165,e20051397201020918904d89
40,1,153,11287565,e20051397201020918904d89
50,1,121,5519885,e20051397201020918904d89
60,1,57,10761485,e20051397201020918904d89
70,1,103,16529165,e20051397201020918904d89
80,1,86,11287565,e20051397201020918904d89
90,1,114,5519885,e20051397201020918904d89
100,0,0,0,e20051397201020918904d89
110,0,0,0,e20051397201020918904d89
120,0,0,0,e20051397201020918904d89
130,0,0,0,e20051397201020918904d89
140,0,0,0,e20051397201020918904d89
150,0,0,0,e20051397201020918904d89
160,0,0,0,e20051397201020918904d89
170,0,0,0,e20051397201020918904d89
180,0,0,0,e20051397201020918904d89
190,0,0,0,e20051397201020918904d89
200,0,0,0,e20051397201020918904d89
10,1,236,10761485,e20051397201020918904d89
20,1,220,16529165,e20051397201020918904d89
30,1,199,11287565,e20051397201020918904d89
40,1,167,5519885,e20051397201020918904d89
50,1,151,10761485,e20051397201020918904d89
60,1,25,16529165,e20051397201020918904d89
70,1,103,11287565,e20051397201020918904d89
80,1,102,5519885,e20051397201020918904d89
90,0,0,0,e20051397201020918904d89
100,0,0,0,e20051397201020918904d89
110,0,0,0,e20051397201020918904d89
120,0,0,0,e20051397201020918904d89
130,0,0,0,e20051397201020918904d89
140,0,0,0,e20051397201020918904d89
150,0,0,0,e20051397201020918904d89
160,0,0,0,e20051397201020918904d89
170,0,0,0,e20051397201020918904d89
180,0,0,0,e20051397201020918904d89
190,0,0,0,e20051397201020918904d89
200,0,0,0,e20051397201020918904d89
10,1,235,16529165,e20051397201020918904d89
20,1,232,11287565,e20051397201020918904d89
30,1,155,5519885,e20051397201020918904d89
40,1,154,10761485,e20051397201020918904d89
50,1,58,16529165,e20051397201020918904d89
60,1,10,11287565,e20051397201020918904d89
70,1,103,5519885,e20051397201020918904d89
80,1,86,10761485,e20051397201020918904d89
90,0,0,0,e20051397201020918904d89
100,0,0,0,e20051397201020918904d89
110,0,0,0,e20051397201020918904d89
120,0,0,0,e20051397201020918904d89
130,0,0,0,e20051397201020918904d89
140,0,0,0,e20051397201020918904d89
150,0,0,0,e20051397201020918904d89
160,0,0,0,e20051397201020918904d89
170,0,0,0,e20051397201020918904d89
180,0,0,0,e20051397201020918904d89
190,0,0,0,e20051397201020918904d89
200,0,0,0,e20051397201020918904d89
10,1,222,11287565,e20051397201014718904e81
20,1,205,5519885,e20051397201014718904e81
30,1,203,10761485,e20051397201014718904e81
40,1,181,16529165,e20051397201014718904e81
50,1,121,11287565,e20051397201014718904e81
60,1,120,5519885,e20051397201014718904e81
70,0,0,0,e20051397201014718904e81
80,1,40,16529165,e20051397201014718904e81
90,1,70,11287565,e20051397201014718904e81
100,1,85,5519885,e20051397201014718904e81
110,1,97,10761485,e20051397201014718904e81
120,0,0,0,e20051397201014718904e81
130,0,0,0,e20051397201014718904e81
140,1,37,5519885,e20051397201014718904e81
150,0,0,0,e20051397201014718904e81
160,0,0,0,e20051397201014718904e81
170,0,0,0,e20051397201014718904e81
180,0,0,0,e20051397201014718904e81
190,0,0,0,e20051397201014718904e81
200,0,0,0,e20051397201014718904e81
10,1,247,5519885,e20051397201014718904e81
20,1,204,10761485,e20051397201014718904e81
30,1,140,16529165,e20051397201014718904e81
40,0,0,0,e20051397201014718904e81
50,1,91,5519885,e20051397201014718904e81
60,1,25,10761485,e20051397201014718904e81
70,1,119,16529165,e20051397201014718904e81
80,1,144,11287565,e20051397201014718904e81
90,0,0,0,e20051397201014718904e81
100,1,84,10761485,e20051397201014718904e81
110,1,55,16529165,e20051397201014718904e81
120,1,39,11287565,e20051397201014718904e81
130,0,0,0,e20051397201014718904e81
140,0,0,0,e20051397201014718904e81
150,0,0,0,e20051397201014718904e81
160,0,0,0,e20051397201014718904e81
170,0,0,0,e20051397201014718904e81
180,0,0,0,e20051397201014718904e81
190,0,0,0,e20051397201014718904e81
200,0,0,0,e20051397201014718904e81
10,1,206,10761485,e20051397201014718904e81
20,1,219,16529165,e20051397201014718904e81
30,1,192,11287565,e20051397201014718904e81
40,1,169,5519885,e20051397201014718904e81
50,1,121,10761485,e20051397201014718904e81
60,1,104,16529165,e20051397201014718904e81
70,1,8,11287565,e20051397201014718904e81
80,1,55,5519885,e20051397201014718904e81
90,1,22,10761485,e20051397201014718904e81
100,1,96,16529165,e20051397201014718904e81
110,1,96,11287565,e20051397201014718904e81
120,0,0,0,e20051397201014718904e81
130,0,0,0,e20051397201014718904e81
140,0,0,0,e20051397201014718904e81
150,0,0,0,e20051397201014718904e81
160,0,0,0,e20051397201014718904e81
170,0,0,0,e20051397201014718904e81
180,0,0,0,e20051397201014718904e81
190,0,0,0,e20051397201014718904e81
200,0,0,0,e20051397201014718904e81
10,1,206,16529165,e20051397201014718904e81
20,1,205,11287565,e20051397201014718904e81
30,1,196,5519885,e20051397201014718904e81
40,1,179,10761485,e20051397201014718904e81
50,1,152,16529165,e20051397201014718904e81
60,1,89,11287565,e20051397201014718904e81
70,1,8,5519885,e20051397201014718904e81
80,1,23,10761485,e20051397201014718904e81
90,0,0,0,e20051397201014718904e81
100,1,115,11287565,e20051397201014718904e81
110,1,83,5519885,e20051397201014718904e81
120,0,0,0,e20051397201014718904e81
130,0,0,0,e20051397201014718904e81
140,0,0,0,e20051397201014718904e81
150,0,0,0,e20051397201014718904e81
160,0,0,0,e20051397201014718904e81
170,0,0,0,e20051397201014718904e81
180,0,0,0,e20051397201014718904e81
190,0,0,0,e20051397201014718904e81
200,0,0,0,e20051397201014718904e81
10,1,246,11287565,e20051397201014718904e81
20,1,204,5519885,e20051397201014718904e81
30,1,171,10761485,e20051397201014718904e81
40,1,139,16529165,e20051397201014718904e81
50,1,75,11287565,e20051397201014718904e81
60,1,25,5519885,e20051397201014718904e81
70,1,88,10761485,e20051397201014718904e81
80,1,116,16529165,e20051397201014718904e81
90,1,114,11287565,e20051397201014718904e81
100,1,102,5519885,e20051397201014718904e81
110,1,116,10761485,e20051397201014718904e81
120,1,85,16529165,e20051397201014718904e81
130,1,54,11287565,e20051397201014718904e81
140,0,0,0,e20051397201014718904e81
150,0,0,0,e20051397201014718904e81
160,0,0,0,e20051397201014718904e81
170,0,0,0,e20051397201014718904e81
180,0,0,0,e20051397201014718904e81
190,0,0,0,e20051397201014718904e81
