RSSI Dec,FREQUENCY
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,5519885.0
,0.0
,16529165.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,0.0
,5519885.0
,10761485.0
,0.0
,11287565.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,10761485.0
,0.0
,0.0
,0.0
,16529165.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,0.0
,0.0
,16529165.0
,0.0
,5519885.0
,10761485.0
,0.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,16529165.0
,0.0
,0.0
,10761485.0
,0.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,16529165.0
,0.0
,5519885.0
,0.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,11287565.0
,5519885.0
,0.0
,0.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,5519885.0
,0.0
,16529165.0
,0.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,5519885.0
,10761485.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,10761485.0
,0.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,0.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,10761485.0
,16529165.0
,0.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,0.0
,0.0
,0.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,10761485.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,0.0
,0.0
,0.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,0.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,11287565.0
,0.0
,10761485.0
,0.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,0.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,11287565.0
,5519885.0
,0.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,0.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,16529165.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,5519885.0
,0.0
,16529165.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,5519885.0
,10761485.0
,0.0
,0.0
,0.0
,0.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,5519885.0
,0.0
,0.0
,0.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,10761485.0
,16529165.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,10761485.0
,16529165.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,0.0
,11287565.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,0.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,11287565.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,11287565.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,0.0
,5519885.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,1.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,1.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,16529165.0
,0.0
,0.0
,0.0
,0.0
,0.0
,1.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,1.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,0.0
,0.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,0.0
,10761485.0
,0.0
,0.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,5519885.0
,0.0
,16529165.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,0.0
,0.0
,16529165.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,0.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,10761485.0
,16529165.0
,11287565.0
,5519885.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
